scenario,receiver,count,expected,frame_loss,fps_effective,mean_ms,stddev_ms,p50_ms,p95_ms,p99_ms,max_ms,p50_ms_raw,producer_encode_mean_ms,producer_underruns,seen,decoded,decoded_ratio,cpu_stack_total_mean_pct,cpu_stack_total_p95_pct
cam-ros-gscam-mjpeg,ros_raw,826,840,0.0167,30.01,9.161,1.008,9.043,9.635,11.454,20.729,12.446,3.403,0,886,886,1.0000,26.75,29.00
cam-both-gscam+gst_bridge-yuv-rtp,stream,837,840,0.0036,30.00,17.982,0.624,17.912,19.081,20.429,21.776,18.550,0.638,0,897,897,1.0000,38.86,42.00
cam-both-gscam+gst_bridge-yuv-rtp,ros_raw,847,840,0.0000,30.01,7.804,0.485,7.735,8.230,9.222,16.384,8.373,0.638,0,907,907,1.0000,38.86,42.00
cam-stream-usb_cam+ffmpeg_transport-yuv-h264,stream,834,840,0.0071,30.00,20.991,0.609,20.925,21.800,23.244,27.139,21.558,0.633,0,894,894,1.0000,32.21,34.00
ros-stream-rcs-jpeg-rtp,stream,824,840,0.0190,30.00,13.176,0.754,13.101,14.592,15.444,16.332,16.101,3.000,0,884,884,1.0000,13.32,14.50
ros-stream-rcs-jpeg-webrtc,stream,798,840,0.0500,30.00,12.360,0.737,12.266,13.448,14.946,17.809,15.257,2.991,0,858,858,1.0000,13.43,16.00
cam-stream-floor,stream,839,840,0.0012,30.00,8.548,0.716,8.455,9.250,12.246,16.137,9.087,0.632,0,899,899,1.0000,8.14,10.00
ros-stream-web_video_server-raw-mjpeg,stream,836,840,0.0048,30.00,11.845,0.889,11.725,12.956,15.631,19.047,16.469,4.745,0,896,896,1.0000,35.43,38.00
ros-stream-gst_bridge-raw-rtp,stream,837,840,0.0036,30.00,20.283,0.860,20.163,21.475,23.566,31.422,20.163,0.000,0,897,897,1.0000,19.43,20.00
cam-both-rcs-yuv-rtp,stream,817,840,0.0274,30.00,10.435,0.495,10.373,11.068,12.175,13.138,11.011,0.638,0,877,877,1.0000,32.61,34.00
cam-both-rcs-yuv-rtp,ros_raw,817,840,0.0274,30.00,9.058,0.382,8.997,9.575,10.649,12.723,9.635,0.638,0,877,877,1.0000,32.61,34.00
cam-both-usb_cam+gst_bridge-yuv-rtp,stream,837,840,0.0036,30.00,17.585,0.673,17.486,18.571,20.813,22.035,18.124,0.638,0,897,897,1.0000,37.93,40.00
cam-both-usb_cam+gst_bridge-yuv-rtp,ros_raw,846,840,0.0000,30.00,7.495,0.221,7.470,7.845,8.142,9.461,8.108,0.638,0,906,906,1.0000,37.93,40.00
cam-stream-rcs-yuv-rtp,stream,822,840,0.0214,30.00,10.373,0.585,10.284,11.208,12.383,15.384,10.921,0.637,0,882,882,1.0000,9.54,12.00
cam-both-rcs-yuv-webrtc,stream,825,840,0.0179,30.00,9.499,0.731,9.367,11.164,12.602,14.545,9.974,0.607,0,885,885,1.0000,23.64,26.00
cam-both-rcs-yuv-webrtc,ros_raw,900,840,0.0000,30.00,6.557,0.355,6.502,6.927,7.986,11.107,7.109,0.607,0,960,960,1.0000,23.64,26.00
cam-ros-rcs-mjpeg-decoded,ros_raw,824,840,0.0190,30.00,9.402,0.643,9.402,9.996,11.969,15.189,12.765,3.363,0,884,884,1.0000,18.46,20.50
cam-ros-gscam-yuv,ros_raw,817,840,0.0274,30.00,8.714,0.312,8.686,9.130,9.703,13.133,9.339,0.653,0,877,877,1.0000,23.96,26.00
cam-ros-rcs-yuv,ros_raw,820,840,0.0238,30.00,6.445,0.286,6.417,6.754,7.050,11.041,7.059,0.642,0,880,880,1.0000,14.00,16.00
cam-ros-usb_cam-yuv,ros_raw,823,840,0.0202,30.00,6.372,0.201,6.351,6.623,6.977,9.669,6.994,0.642,0,883,883,1.0000,15.18,18.00
ros-stream-rcs-raw-rtp,stream,823,840,0.0202,30.00,21.302,0.646,21.217,22.141,23.389,27.120,21.217,0.000,0,883,883,1.0000,19.07,20.00
cam-both-gscam+gst_bridge-mjpeg-rtp,stream,838,840,0.0024,30.00,18.090,0.619,18.089,18.882,20.017,23.976,21.436,3.347,0,898,898,1.0000,40.79,42.50
cam-both-gscam+gst_bridge-mjpeg-rtp,ros_raw,856,840,0.0000,30.00,8.038,0.414,8.014,8.623,8.955,14.131,11.361,3.347,0,916,916,1.0000,40.79,42.50
cam-ros-usb_cam-mjpeg,ros_raw,822,840,0.0214,30.00,6.672,0.430,6.628,7.296,7.906,10.906,9.986,3.358,0,882,882,1.0000,18.00,20.00
cam-stream-usb_cam+rtsp_fkie-yuv-h264,stream,835,840,0.0060,30.00,14.969,0.474,14.881,15.602,16.908,19.147,15.520,0.640,0,895,895,1.0000,27.32,30.00
cam-both-usb_cam+ffmpeg_transport-yuv-h264,stream,833,840,0.0083,30.00,21.390,0.680,21.369,22.335,23.353,27.523,22.000,0.632,0,893,893,1.0000,36.54,40.00
cam-both-usb_cam+ffmpeg_transport-yuv-h264,ros_raw,900,840,0.0000,29.99,14.473,1.998,14.689,15.480,16.554,40.481,15.321,0.632,0,960,960,1.0000,36.54,40.00
cam-both-rcs-mjpeg-decoded-rtp,stream,824,840,0.0190,30.00,8.695,0.546,8.650,9.424,10.821,11.532,12.056,3.406,0,884,884,1.0000,29.96,32.00
cam-both-rcs-mjpeg-decoded-rtp,ros_raw,824,840,0.0190,30.00,11.062,0.315,11.037,11.517,11.991,14.041,14.442,3.406,0,884,884,1.0000,29.96,32.00
cam-stream-gscam+gst_bridge-yuv-rtp,stream,837,840,0.0036,30.00,16.592,0.517,16.544,17.294,18.664,19.978,17.190,0.646,0,897,897,1.0000,34.43,36.00
cam-stream-usb_cam+web_video_server-yuv-mjpeg,stream,836,840,0.0048,30.00,15.457,1.191,15.169,17.635,20.132,21.939,15.801,0.632,0,896,896,1.0000,50.25,54.50
