scenario,receiver,count,expected,frame_loss,fps_effective,mean_ms,stddev_ms,p50_ms,p95_ms,p99_ms,max_ms,p50_ms_raw,producer_encode_mean_ms,producer_underruns,seen,decoded,decoded_ratio,cpu_stack_total_mean_pct,cpu_stack_total_p95_pct
cam-both-usb_cam+ffmpeg_transport-yuv-h264,ros_raw,900,840,0.0000,30.00,14.321,2.118,14.567,15.301,19.186,38.069,15.194,0.628,0,960,960,1.0000,36.25,38.00
cam-ros-rcs-mjpeg-decoded,ros_raw,819,840,0.0250,30.01,11.640,0.595,11.665,12.254,12.705,20.841,15.034,3.369,0,879,879,1.0000,27.11,29.50
cam-ros-rcs-mjpeg,ros_jpeg,819,840,0.0250,30.00,2.501,0.305,2.466,2.984,3.313,4.584,5.654,3.187,0,879,879,1.0000,0.75,2.00
cam-ros-rcs-yuv,ros_raw,820,840,0.0238,30.00,6.378,0.285,6.348,6.689,6.993,11.299,6.983,0.635,0,880,880,1.0000,14.00,16.00
ros-stream-rcs-jpeg-rtp,stream,823,840,0.0202,30.00,16.097,0.753,15.958,17.339,18.385,20.898,15.958,0.000,0,883,883,1.0000,13.32,16.00
ros-stream-gst_bridge-raw-rtp,stream,838,840,0.0024,30.00,15.233,0.596,15.142,16.023,17.548,21.667,19.864,4.722,0,898,898,1.0000,19.07,20.00
ros-stream-ffmpeg_transport-raw-h264,stream,833,840,0.0083,30.00,17.821,0.764,17.669,18.800,21.652,27.005,22.452,4.782,0,893,893,1.0000,,
cam-stream-usb_cam+web_video_server-yuv-mjpeg,stream,835,840,0.0060,30.00,14.485,1.063,14.185,16.383,18.911,20.998,14.818,0.632,0,895,895,1.0000,42.50,46.00
cam-both-rcs-mjpeg-rtp,stream,825,840,0.0179,30.00,8.752,0.530,8.708,9.576,10.792,12.656,12.040,3.331,0,885,885,1.0000,3.54,4.50
cam-both-rcs-mjpeg-rtp,ros_jpeg,825,840,0.0179,30.00,2.520,0.368,2.458,3.017,3.897,7.278,5.789,3.331,0,885,885,1.0000,3.54,4.50
cam-stream-usb_cam+ffmpeg_transport-yuv-h264,stream,833,840,0.0083,30.00,21.014,0.564,20.934,21.797,23.430,25.364,21.567,0.632,0,893,893,1.0000,32.07,34.00
cam-ros-usb_cam-mjpeg,ros_raw,817,840,0.0274,30.01,6.813,1.617,6.512,7.401,16.553,19.120,9.823,3.311,0,877,877,1.0000,17.21,18.00
cam-both-gscam+gst_bridge-mjpeg-rtp,stream,838,840,0.0024,30.00,17.983,0.567,17.951,18.790,20.101,22.108,21.323,3.372,0,898,898,1.0000,40.82,44.00
cam-both-gscam+gst_bridge-mjpeg-rtp,ros_raw,855,840,0.0000,30.01,7.920,0.512,7.851,8.468,9.350,16.206,11.223,3.372,0,915,915,1.0000,40.82,44.00
cam-stream-usb_cam+rtsp_fkie-yuv-h264,stream,835,840,0.0060,30.00,14.891,0.609,14.776,15.532,17.295,23.852,15.422,0.646,0,895,895,1.0000,27.11,30.00
cam-both-rcs-yuv-rtp,stream,824,840,0.0190,30.00,10.556,0.584,10.481,11.239,12.871,13.907,11.121,0.640,0,884,884,1.0000,24.14,26.00
cam-both-rcs-yuv-rtp,ros_raw,825,840,0.0179,30.00,6.595,0.205,6.559,6.925,7.243,8.244,7.199,0.640,0,885,885,1.0000,24.14,26.00
cam-ros-gscam-yuv,ros_raw,818,840,0.0262,30.00,6.537,0.206,6.514,6.886,7.119,7.932,7.146,0.631,0,878,878,1.0000,15.57,16.00
ros-stream-rcs-jpeg-webrtc,stream,826,840,0.0167,30.00,12.557,0.793,12.397,13.932,15.303,16.919,15.369,2.973,0,886,886,1.0000,13.68,16.00
cam-ros-usb_cam-yuv,ros_raw,815,840,0.0298,30.00,6.324,0.280,6.276,6.677,7.582,9.856,6.925,0.648,0,875,875,1.0000,15.18,16.00
cam-both-usb_cam+rtsp_fkie-yuv-h264,stream,835,840,0.0060,30.00,16.027,0.648,16.040,17.201,18.004,19.064,16.681,0.641,0,895,895,1.0000,30.79,34.00
cam-both-usb_cam+rtsp_fkie-yuv-h264,ros_raw,900,840,0.0000,30.01,7.760,0.961,7.529,8.890,12.035,18.348,8.169,0.641,0,960,960,1.0000,30.79,34.00
ros-stream-web_video_server-raw-mjpeg,stream,835,840,0.0060,30.00,11.955,1.000,11.807,13.684,16.240,18.200,16.555,4.748,0,895,895,1.0000,35.50,38.00
cam-stream-rcs-yuv-webrtc,stream,819,840,0.0250,30.00,9.376,0.459,9.361,9.947,11.299,13.626,9.995,0.634,0,879,879,1.0000,9.21,10.50
cam-ros-gscam-mjpeg,ros_raw,826,840,0.0167,30.01,9.058,0.503,8.996,9.701,10.661,15.245,12.379,3.383,0,886,886,1.0000,26.46,28.00
cam-stream-floor,stream,839,840,0.0012,30.00,8.490,0.821,8.379,9.790,13.333,15.314,9.014,0.634,0,899,899,1.0000,8.07,10.00
cam-both-usb_cam+gst_bridge-yuv-rtp,stream,838,840,0.0024,30.00,17.750,0.747,17.647,19.079,21.138,22.421,18.287,0.640,0,898,898,1.0000,38.39,40.00
cam-both-usb_cam+gst_bridge-yuv-rtp,ros_raw,849,840,0.0000,30.00,7.552,0.365,7.494,7.985,8.751,12.699,8.134,0.640,0,909,909,1.0000,38.39,40.00
ros-stream-rcs-raw-rtp,stream,823,840,0.0202,30.00,16.584,0.607,16.494,17.531,18.839,20.420,21.284,4.790,0,883,883,1.0000,19.14,20.00
cam-both-gscam+gst_bridge-yuv-rtp,stream,837,840,0.0036,30.00,20.176,0.547,20.125,20.844,22.438,24.363,20.759,0.633,0,897,897,1.0000,47.04,50.00
cam-both-gscam+gst_bridge-yuv-rtp,ros_raw,853,840,0.0000,30.00,9.954,0.299,9.918,10.298,10.946,12.803,10.552,0.633,0,913,913,1.0000,47.04,50.00
